,id,host_since,city_y,property_type,year
10114,16188579,2014-09-06,Los Angeles,Condominium,2014
8801,8456014,2014-09-06,Los Angeles,Apartment,2014
12600,7386475,2014-09-06,Los Angeles,Bed & Breakfast,2014
9399,13206046,2014-09-06,Los Angeles,Apartment,2014
537,16322853,2014-09-06,Los Angeles,Apartment,2014
5824,15073826,2014-09-06,Los Angeles,Bed & Breakfast,2014
16247,9645339,2014-09-06,Los Angeles,Apartment,2014
14861,13702697,2014-09-06,Los Angeles,Apartment,2014
12354,20679845,2014-09-06,Santa Monica,House,2014
11713,16960859,2014-09-06,Los Angeles,Guesthouse,2014
4803,13207403,2014-09-06,Venice,Apartment,2014
11777,20135026,2014-09-06,Los Angeles,House,2014
17032,3272563,2014-09-06,Los Angeles,Apartment,2014
8849,5114347,2014-09-06,Los Angeles,Apartment,2014
9178,7490760,2014-09-06,Pico Rivera,Apartment,2014
2783,19239282,2014-09-06,Culver City,House,2014
3940,21070841,2014-09-06,Venice,Apartment,2014
17792,17079294,2014-09-06,Los Angeles,House,2014
1975,12834953,2014-09-06,Venice,House,2014
18126,18690685,2014-09-06,North Hollywood,House,2014
10989,3850599,2014-09-06,Venice,Apartment,2014
9203,18558836,2014-09-07,Los Angeles,House,2014
5924,13361326,2014-09-07,Los Angeles,House,2014
6406,21010664,2014-09-07,Los Angeles,House,2014
16525,6922558,2014-09-07,Los Angeles,Apartment,2014
21282,663889,2014-09-07,Glendale,Apartment,2014
913,1167009,2014-09-07,Los Angeles,Apartment,2014
16770,9999878,2014-09-07,Los Angeles,Apartment,2014
19843,19710391,2014-09-07,Glendale,House,2014
2017,13955211,2014-09-07,Los Angeles,Apartment,2014
9649,12326107,2014-09-07,Los Angeles,House,2014
3783,12523990,2014-09-07,Los Angeles,Apartment,2014
21877,17142023,2014-09-07,Los Angeles,Apartment,2014
3565,8653449,2014-09-08,Los Angeles,Apartment,2014
1897,185630,2014-09-08,Long Beach,Other,2014
21205,20697709,2014-09-08,North Hollywood,Apartment,2014
11476,11640278,2014-09-08,Glendale,House,2014
13783,3100543,2014-09-08,Los Angeles,House,2014
13931,14587974,2014-09-08,Culver City,Apartment,2014
10518,16202617,2014-09-08,Los Angeles,House,2014
10325,15101514,2014-09-08,North Hollywood,Apartment,2014
4540,7280443,2014-09-08,Los Angeles,Apartment,2014
10188,16871364,2014-09-08,Los Angeles,Apartment,2014
8308,9415000,2014-09-08,North Hollywood,House,2014
19054,11969704,2014-09-08,Los Angeles,Camper/RV,2014
8381,16924526,2014-09-08,Cerritos,House,2014
4504,2082670,2014-09-08,Los Angeles,Apartment,2014
12459,17667427,2014-09-08,Los Angeles,Apartment,2014
2066,9256737,2014-09-08,Beverly Hills,Apartment,2014
68,11047668,2014-09-08,North Hollywood,House,2014
11178,15857972,2014-09-08,Los Angeles,House,2014
13840,14122332,2014-09-09,Redondo Beach,House,2014
21663,18858192,2014-09-09,Los Angeles,House,2014
2014,13763236,2014-09-09,Los Angeles,House,2014
8147,10155273,2014-09-09,Los Angeles,Apartment,2014
19311,8066789,2014-09-09,Los Angeles,Apartment,2014
18224,3414607,2014-09-09,Los Angeles,Apartment,2014
10783,5076606,2014-09-10,Los Angeles,Apartment,2014
6540,20174317,2014-09-10,Santa Monica,Condominium,2014
15159,646391,2014-09-10,Sherman Oaks,Apartment,2014
7577,7618790,2014-09-10,Long Beach,Apartment,2014
13874,15981013,2014-09-10,Castaic,Guesthouse,2014
19237,14916629,2014-09-10,Woodland Hills,House,2014
20041,15788113,2014-09-11,Culver City,House,2014
3815,20254464,2014-09-11,Tarzana,House,2014
13862,15602114,2014-09-11,Los Angeles,Apartment,2014
3744,151157,2014-09-11,Los Angeles,Apartment,2014
1635,2644321,2014-09-11,Duarte,House,2014
998,13452121,2014-09-11,North Hollywood,Apartment,2014
9727,14979787,2014-09-11,Reseda,Apartment,2014
409,18690466,2014-09-11,Pacific Palisades,House,2014
18983,7066926,2014-09-11,Pacific Palisades,House,2014
18135,18076569,2014-09-11,Valley Village,Apartment,2014
2207,16492926,2014-09-11,Venice,House,2014
14709,6692213,2014-09-11,Santa Clarita,House,2014
649,5270394,2014-09-12,Los Angeles,Apartment,2014
11695,1043282,2014-09-12,Valley Village,House,2014
19681,290457,2014-09-12,Pasadena,House,2014
22037,17376200,2014-09-12,Los Angeles,House,2014
19401,12652833,2014-09-12,Valley Village,House,2014
6949,14487727,2014-09-12,Los Angeles,Apartment,2014
904,6712530,2014-09-13,Los Angeles,Apartment,2014
11362,10878643,2014-09-13,North Hollywood,House,2014
5527,1084649,2014-09-13,Long Beach,House,2014
7599,20468295,2014-09-13,Encino,House,2014
5564,17557796,2014-09-13,Los Angeles,Townhouse,2014
12767,14983944,2014-09-13,Long Beach,House,2014
15818,5204710,2014-09-13,Encino,House,2014
12134,21070079,2014-09-13,North Hollywood,House,2014
13036,11226165,2014-09-13,North Hollywood,House,2014
18577,18231512,2014-09-13,Encino,House,2014
14374,10337920,2014-09-13,Los Angeles,Townhouse,2014
8624,3816499,2014-09-13,North Hollywood,House,2014
10492,14107902,2014-09-13,Topanga,House,2014
17771,4743172,2014-09-13,Los Angeles,Condominium,2014
5369,15801639,2014-09-14,Pasadena,House,2014
71,18687283,2014-09-14,Castaic,House,2014
2673,7219056,2014-09-14,Castaic,House,2014
817,9347368,2014-09-14,Los Angeles,Apartment,2014
8040,3293492,2014-09-14,Los Angeles,Apartment,2014
18415,8207558,2014-09-14,Redondo Beach,Condominium,2014
20346,13953906,2014-09-15,Sherman Oaks,Apartment,2014
6980,13282475,2014-09-15,Manhattan Beach,House,2014
5316,12270642,2014-09-15,Los Angeles,Apartment,2014
18689,7692870,2014-09-15,Marina Del Rey,House,2014
21293,5057918,2014-09-15,Agoura Hills,Guesthouse,2014
10140,6821784,2014-09-15,Beverly Hills,House,2014
20903,10885808,2014-09-15,Venice,Condominium,2014
19143,21141704,2014-09-15,Los Angeles,House,2014
6825,16179825,2014-09-16,El Segundo,House,2014
20417,9240782,2014-09-16,Los Angeles,House,2014
9250,9995426,2014-09-16,Los Angeles,House,2014
6289,18269285,2014-09-16,Los Angeles,House,2014
17369,3200728,2014-09-16,Los Angeles,Apartment,2014
9361,12917203,2014-09-16,Los Angeles,House,2014
20861,20252916,2014-09-16,Los Angeles,Apartment,2014
3858,2819257,2014-09-16,Los Angeles,House,2014
16533,3821676,2014-09-16,Diamond Bar,House,2014
11580,3434683,2014-09-16,Los Angeles,Bed & Breakfast,2014
19981,7159227,2014-09-16,Los Angeles,Bed & Breakfast,2014
15549,3447789,2014-09-16,Los Angeles,House,2014
8103,6389715,2014-09-16,Los Angeles,House,2014
7415,16365821,2014-09-16,Los Angeles,Bed & Breakfast,2014
10807,16526902,2014-09-16,Los Angeles,House,2014
2098,62712,2014-09-16,Los Angeles,Bed & Breakfast,2014
4998,18673556,2014-09-16,Los Angeles,House,2014
2880,17483642,2014-09-16,Los Angeles,Bed & Breakfast,2014
4984,20663844,2014-09-16,Los Angeles,Bed & Breakfast,2014
18163,5210757,2014-09-16,Los Angeles,Bed & Breakfast,2014
3880,3061995,2014-09-16,Los Angeles,House,2014
16806,3459112,2014-09-16,Los Angeles,House,2014
21064,11721443,2014-09-16,Venice,House,2014
8922,11046034,2014-09-16,Los Angeles,Apartment,2014
3560,17111165,2014-09-17,Los Angeles,Loft,2014
11564,18311504,2014-09-17,Los Angeles,House,2014
6958,12188890,2014-09-17,Los Angeles,House,2014
17208,12496037,2014-09-17,Long Beach,Apartment,2014
17436,12560137,2014-09-17,Los Angeles,House,2014
3238,7515961,2014-09-17,Venice,House,2014
19893,5203102,2014-09-17,Los Angeles,House,2014
6438,8389302,2014-09-17,Venice,House,2014
728,18236840,2014-09-17,Venice,House,2014
2299,442649,2014-09-17,Carson,House,2014
8230,11068163,2014-09-17,Los Angeles,House,2014
13674,12273788,2014-09-17,Los Angeles,House,2014
7233,18359380,2014-09-17,Los Angeles,Other,2014
5707,270139,2014-09-17,Long Beach,House,2014
17962,18314459,2014-09-17,Los Angeles,Bungalow,2014
8683,14199057,2014-09-17,Venice,House,2014
20876,41422,2014-09-17,Venice,House,2014
5101,15521162,2014-09-17,Los Angeles,Bungalow,2014
2171,13882621,2014-09-17,Los Angeles,House,2014
17969,15161981,2014-09-17,Los Angeles,House,2014
5909,14385698,2014-09-17,Los Angeles,Condominium,2014
11303,4540852,2014-09-18,Long Beach,Bungalow,2014
14269,13748600,2014-09-18,Los Angeles,House,2014
12934,15558473,2014-09-18,Los Angeles,Condominium,2014
4734,12973308,2014-09-18,Arcadia,Townhouse,2014
18162,852913,2014-09-18,Los Angeles,Apartment,2014
4222,3511934,2014-09-18,El Segundo,Townhouse,2014
20384,19071875,2014-09-18,Los Angeles,Apartment,2014
14291,12627781,2014-09-18,West Hollywood,Apartment,2014
16476,12113529,2014-09-18,Altadena,House,2014
4334,13249407,2014-09-18,Los Angeles,Apartment,2014
613,8276086,2014-09-18,Los Angeles,Apartment,2014
10784,11207665,2014-09-18,Pomona,House,2014
11090,4824631,2014-09-18,Los Angeles,House,2014
7266,12383204,2014-09-18,Los Angeles,House,2014
1844,10366823,2014-09-18,Los Angeles,House,2014
20957,19362485,2014-09-18,Los Angeles,House,2014
1121,8015917,2014-09-19,Long Beach,House,2014
17994,9349110,2014-09-19,Hawthorne,House,2014
12817,17175619,2014-09-19,Sherman Oaks,Condominium,2014
3301,15898303,2014-09-19,Los Angeles,Bed & Breakfast,2014
11593,19206550,2014-09-19,Los Angeles,House,2014
21814,18412989,2014-09-19,Hawthorne,House,2014
5123,10517656,2014-09-19,Long Beach,House,2014
16207,7343245,2014-09-19,Venice,House,2014
7972,19979771,2014-09-19,Long Beach,House,2014
16285,14198733,2014-09-19,Long Beach,House,2014
451,4191357,2014-09-19,Los Angeles,House,2014
13942,80714,2014-09-19,Los Angeles,Apartment,2014
19751,16686705,2014-09-20,Reseda,House,2014
2562,536985,2014-09-20,Los Angeles,House,2014
7663,17967882,2014-09-20,Los Angeles,House,2014
1104,6674363,2014-09-20,Sherman Oaks,Apartment,2014
5630,18393245,2014-09-21,Los Angeles,House,2014
1584,19986087,2014-09-21,Los Angeles,Apartment,2014
9811,18005988,2014-09-21,Claremont,House,2014
12152,7599768,2014-09-21,Claremont,House,2014
20885,15110802,2014-09-21,Claremont,Townhouse,2014
918,17911489,2014-09-21,Los Angeles,House,2014
16397,20076056,2014-09-22,Los Angeles,Condominium,2014
6786,15774149,2014-09-22,Los Angeles,Condominium,2014
14129,10191554,2014-09-22,Los Angeles,Condominium,2014
8956,467839,2014-09-22,Los Angeles,Apartment,2014
10281,13418206,2014-09-22,Los Angeles,Apartment,2014
9431,6952639,2014-09-22,West Hollywood,Bungalow,2014
18123,19115618,2014-09-22,Gardena,House,2014
9635,5534779,2014-09-23,Newhall,House,2014
13117,2562034,2014-09-23,Los Angeles,Apartment,2014
6411,18288595,2014-09-23,Cerritos,House,2014
5041,11413391,2014-09-23,Los Angeles,Apartment,2014
12486,7518557,2014-09-23,Rowland Heights,Apartment,2014
7893,19718993,2014-09-23,Los Angeles,Apartment,2014
15902,10366041,2014-09-23,Monterey Park,Townhouse,2014
5414,1344551,2014-09-23,Long Beach,Apartment,2014
12137,10371643,2014-09-23,Cerritos,House,2014
21746,13883249,2014-09-23,Los Angeles,Apartment,2014
8232,914968,2014-09-24,Los Angeles,Loft,2014
440,14593443,2014-09-24,Los Angeles,House,2014
9111,1498364,2014-09-24,Los Angeles,Loft,2014
7982,19912065,2014-09-24,Los Angeles,House,2014
11437,14808279,2014-09-24,Santa Monica,House,2014
14289,10075517,2014-09-24,Panorama City,Loft,2014
19142,14789619,2014-09-24,Lancaster,Townhouse,2014
16045,14057387,2014-09-24,Los Angeles,Apartment,2014
5419,13721436,2014-09-24,Los Angeles,Apartment,2014
11957,11239207,2014-09-25,Los Angeles,Apartment,2014
4345,16122617,2014-09-25,Los Angeles,House,2014
11588,16367827,2014-09-25,Los Angeles,Apartment,2014
12617,12271172,2014-09-25,Los Angeles,House,2014
16052,16303329,2014-09-25,Pasadena,House,2014
3719,13923920,2014-09-25,Los Angeles,House,2014
20319,6499322,2014-09-25,Los Angeles,House,2014
4936,20400464,2014-09-25,Los Angeles,Apartment,2014
8855,9750618,2014-09-25,Los Angeles,Apartment,2014
20995,16016813,2014-09-25,West Hollywood,Apartment,2014
8302,11778488,2014-09-25,Los Angeles,Apartment,2014
9531,5671891,2014-09-25,Venice,House,2014
2844,982276,2014-09-25,Los Angeles,House,2014
21664,12882001,2014-09-25,Los Angeles,Apartment,2014
4582,10034187,2014-09-26,Los Angeles,Apartment,2014
6468,8084550,2014-09-26,Malibu,Bungalow,2014
2809,13124099,2014-09-26,Hermosa Beach,House,2014
18789,13026774,2014-09-26,Malibu,Bungalow,2014
2947,6578936,2014-09-26,Malibu,Bungalow,2014
8276,160148,2014-09-26,Los Angeles,Apartment,2014
