,id,host_since,city_y,property_type,year
21631,17788370,2016-01-27,Los Angeles,Apartment,2016
3868,4604132,2016-01-27,Beverly Hills,House,2016
17476,2730497,2016-01-27,Los Angeles,Apartment,2016
9047,13266485,2016-01-27,Glendale,Apartment,2016
13826,14785591,2016-01-27,Diamond Bar,Condominium,2016
18070,18191892,2016-01-27,Los Angeles,Apartment,2016
19562,9164334,2016-01-27,Los Angeles,House,2016
18754,18411294,2016-01-27,Los Angeles,Apartment,2016
9456,3585909,2016-01-27,Beverly Hills,House,2016
6385,6020237,2016-01-27,Beverly Hills,House,2016
20497,11414548,2016-01-27,Los Angeles,House,2016
11004,3210405,2016-01-28,Los Angeles,House,2016
8821,3891093,2016-01-28,Los Angeles,Apartment,2016
3248,19964849,2016-01-28,Los Angeles,Apartment,2016
1437,16966885,2016-01-28,Valley Village,House,2016
1163,12296996,2016-01-28,Valley Village,House,2016
12393,8496069,2016-01-28,Los Angeles,Apartment,2016
20136,8411978,2016-01-28,Los Angeles,Apartment,2016
15803,4926610,2016-01-28,Glendale,Apartment,2016
7163,17420647,2016-01-28,Santa Monica,Apartment,2016
21579,19949138,2016-01-28,Tarzana,House,2016
9141,3703633,2016-01-28,Valley Village,House,2016
10790,12088314,2016-01-28,North Hollywood,Apartment,2016
5663,17417018,2016-01-28,Valley Village,House,2016
15790,16733496,2016-01-28,Los Angeles,Apartment,2016
7779,11142154,2016-01-28,San Gabriel,Apartment,2016
1552,5500741,2016-01-28,Los Angeles,Apartment,2016
16908,1328238,2016-01-28,Beverly Hills,Apartment,2016
9345,18358523,2016-01-28,Los Angeles,Apartment,2016
18085,4632852,2016-01-28,Valley Village,House,2016
21492,17559846,2016-01-29,Los Angeles,Bungalow,2016
10985,19894158,2016-01-29,Los Angeles,Hostel,2016
17006,4266667,2016-01-29,Los Angeles,Hostel,2016
15761,20215160,2016-01-29,Los Angeles,Apartment,2016
18120,12735616,2016-01-29,Los Angeles,Hostel,2016
3585,10922889,2016-01-29,Marina Del Rey,Apartment,2016
7029,20225312,2016-01-29,Los Angeles,Hostel,2016
17783,10030753,2016-01-29,Los Angeles,House,2016
20952,4821459,2016-01-29,Los Angeles,Hostel,2016
2976,16288598,2016-01-29,Los Angeles,Apartment,2016
5487,3987858,2016-01-29,Los Angeles,Hostel,2016
4850,9460525,2016-01-29,Los Angeles,House,2016
9967,14887491,2016-01-30,La Puente,House,2016
10200,261259,2016-01-30,Los Angeles,Apartment,2016
14477,20591540,2016-01-30,Monterey Park,House,2016
17917,16532312,2016-01-30,Monterey Park,House,2016
5773,20118379,2016-01-30,Los Angeles,House,2016
612,953807,2016-01-30,Los Angeles,House,2016
6278,15040685,2016-01-30,Monterey Park,House,2016
16841,1815505,2016-01-31,Long Beach,Apartment,2016
21964,14382618,2016-01-31,Los Angeles,Apartment,2016
20359,10477767,2016-01-31,Encino,House,2016
19475,14711793,2016-01-31,Los Angeles,Condominium,2016
18804,1073780,2016-01-31,Los Angeles,Apartment,2016
1291,6128739,2016-01-31,Manhattan Beach,Apartment,2016
19005,1841356,2016-01-31,Los Angeles,House,2016
20256,11566779,2016-01-31,Redondo Beach,Apartment,2016
14764,5969441,2016-01-31,Rowland Heights,Apartment,2016
9021,14285095,2016-01-31,La Crescenta,Apartment,2016
11098,15024671,2016-01-31,Pasadena,Apartment,2016
19239,1582263,2016-01-31,Long Beach,Apartment,2016
9904,14071876,2016-02-01,Los Angeles,Apartment,2016
7925,15747500,2016-02-01,Los Angeles,House,2016
21030,15558485,2016-02-01,North Hollywood,Apartment,2016
8852,18475792,2016-02-01,North Hollywood,Apartment,2016
4195,16840040,2016-02-01,Venice,House,2016
3891,13495499,2016-02-01,Long Beach,Apartment,2016
113,12419766,2016-02-01,Van Nuys,Bungalow,2016
10852,15929814,2016-02-01,Los Angeles,House,2016
5675,7132234,2016-02-01,North Hollywood,Apartment,2016
7022,6490927,2016-02-01,El Segundo,House,2016
13553,11484445,2016-02-02,Los Angeles,House,2016
15499,17528529,2016-02-02,Los Angeles,Condominium,2016
19798,16778120,2016-02-02,Woodland Hills,House,2016
21012,17657646,2016-02-02,Los Angeles,Apartment,2016
18167,6018531,2016-02-02,Los Angeles,Apartment,2016
17776,16425844,2016-02-02,Los Angeles,Guesthouse,2016
10536,3448986,2016-02-02,Azusa,House,2016
18091,20256957,2016-02-02,Winnetka,House,2016
2186,11411839,2016-02-02,Santa Monica,Townhouse,2016
9380,1208928,2016-02-02,Los Angeles,House,2016
17968,9192419,2016-02-02,Azusa,House,2016
13447,8485066,2016-02-03,Los Angeles,House,2016
7553,4595506,2016-02-03,Venice,Apartment,2016
19586,17553719,2016-02-03,Los Angeles,Apartment,2016
18466,12272478,2016-02-03,Los Angeles,Apartment,2016
13767,21137910,2016-02-03,Whittier,Townhouse,2016
19035,17633800,2016-02-03,Valencia,House,2016
6508,8905937,2016-02-04,Sherman Oaks,House,2016
18226,15602372,2016-02-04,La Puente,Villa,2016
19164,1886260,2016-02-04,La Puente,House,2016
9016,8935207,2016-02-04,Woodland Hills,House,2016
19525,18018404,2016-02-04,West Covina,House,2016
12754,5833002,2016-02-04,La Crescenta,House,2016
3732,8022623,2016-02-04,Los Angeles,Apartment,2016
19948,13199065,2016-02-04,Los Angeles,Apartment,2016
7470,18438438,2016-02-04,Venice,Apartment,2016
14043,20017769,2016-02-04,Glendale,Condominium,2016
3244,7957676,2016-02-04,Los Angeles,Apartment,2016
20966,12713090,2016-02-04,Santa Monica,Apartment,2016
373,12762438,2016-02-04,Los Angeles,Apartment,2016
2240,19819860,2016-02-04,Los Angeles,House,2016
14481,304799,2016-02-04,Glendale,Apartment,2016
13323,6640300,2016-02-04,Altadena,House,2016
10072,4936875,2016-02-04,Porter Ranch,House,2016
9537,5113983,2016-02-04,Los Angeles,Other,2016
12064,11912326,2016-02-04,Los Angeles,Apartment,2016
10207,17642091,2016-02-04,Beverly Hills,Guesthouse,2016
693,545949,2016-02-04,La Puente,House,2016
13090,17487953,2016-02-04,Altadena,House,2016
7823,14745385,2016-02-04,Redondo Beach,House,2016
4468,17402726,2016-02-05,Panorama City,Townhouse,2016
15855,1015652,2016-02-05,Los Angeles,Apartment,2016
15714,9182198,2016-02-05,Los Angeles,Apartment,2016
5237,6658339,2016-02-05,Los Angeles,House,2016
13353,3093240,2016-02-05,Panorama City,Townhouse,2016
7329,3692675,2016-02-05,Rancho Palos Verdes,House,2016
15090,15422565,2016-02-05,Burbank,House,2016
17876,358565,2016-02-05,Santa Monica,Apartment,2016
21356,6146839,2016-02-05,Los Angeles,House,2016
20846,10923835,2016-02-06,Rowland Heights,House,2016
5084,6168629,2016-02-06,Redondo Beach,House,2016
1782,7330494,2016-02-06,Los Angeles,House,2016
6699,16711476,2016-02-06,Glendale,Apartment,2016
4068,6377384,2016-02-06,Long Beach,House,2016
14929,8520911,2016-02-06,Rowland Heights,House,2016
17539,3905190,2016-02-06,Van Nuys,House,2016
18287,14016839,2016-02-06,Rowland Heights,House,2016
15829,17965521,2016-02-06,Glendale,Apartment,2016
19249,20844497,2016-02-06,Santa Monica,Condominium,2016
10770,16498921,2016-02-06,La Mirada,House,2016
13865,21136516,2016-02-07,Los Angeles,House,2016
16398,1979461,2016-02-07,Santa Monica,Apartment,2016
5845,16633921,2016-02-07,North Hollywood,Townhouse,2016
3403,17333187,2016-02-07,Los Angeles,Apartment,2016
3706,9275385,2016-02-07,Lomita,House,2016
4752,7019122,2016-02-07,El Monte,House,2016
9182,4842146,2016-02-07,Los Angeles,Apartment,2016
704,8043255,2016-02-07,Compton,House,2016
5434,16283830,2016-02-07,Glendale,Apartment,2016
10940,5393307,2016-02-08,Altadena,House,2016
17031,10420029,2016-02-08,Los Angeles,Loft,2016
16604,18052924,2016-02-08,North Hollywood,Apartment,2016
18722,37466,2016-02-08,Encino,House,2016
18504,15968399,2016-02-08,Los Angeles,Apartment,2016
7630,1187671,2016-02-08,Los Angeles,Loft,2016
13034,13047629,2016-02-08,Los Angeles,Loft,2016
19610,15914785,2016-02-08,Los Angeles,Apartment,2016
13915,101633,2016-02-09,Los Angeles,House,2016
4687,13621128,2016-02-09,Gardena,House,2016
9501,1110195,2016-02-09,Glendale,Apartment,2016
15618,12488042,2016-02-09,Gardena,House,2016
12852,11444652,2016-02-09,Los Angeles,House,2016
10904,315421,2016-02-09,Playa Vista,Apartment,2016
1680,15327611,2016-02-09,Gardena,House,2016
17692,15329690,2016-02-09,Playa Vista,Apartment,2016
9551,18893583,2016-02-09,San Pedro,Apartment,2016
16989,14710157,2016-02-09,Pomona,Apartment,2016
8251,16073836,2016-02-09,Culver City,House,2016
13422,1708771,2016-02-09,Los Angeles,House,2016
11348,1186153,2016-02-09,Los Angeles,Apartment,2016
18864,10766339,2016-02-09,Los Angeles,Apartment,2016
20817,19390402,2016-02-09,Los Angeles,Bungalow,2016
1868,1444924,2016-02-09,Los Angeles,Apartment,2016
4849,16172035,2016-02-09,Los Angeles,House,2016
20300,17766887,2016-02-09,Long Beach,Condominium,2016
13223,14290777,2016-02-09,South Pasadena,Apartment,2016
11635,4765437,2016-02-09,Los Angeles,Apartment,2016
4586,6992650,2016-02-09,Los Angeles,Apartment,2016
5852,12262453,2016-02-09,Los Angeles,Apartment,2016
13722,16729460,2016-02-09,Glendale,Apartment,2016
6838,1163512,2016-02-09,West Covina,House,2016
21076,13079204,2016-02-09,Los Angeles,Apartment,2016
1305,16184636,2016-02-09,Los Angeles,Bed & Breakfast,2016
17863,18137457,2016-02-09,Los Angeles,Apartment,2016
5940,16780320,2016-02-09,Los Angeles,Apartment,2016
18552,18949917,2016-02-10,Los Angeles,Apartment,2016
13336,14446278,2016-02-10,Marina Del Rey,Apartment,2016
14817,13997869,2016-02-10,Venice,House,2016
11631,19345240,2016-02-10,Playa Del Rey,House,2016
14657,17554889,2016-02-10,Venice,Apartment,2016
7321,15952571,2016-02-10,Los Angeles,Apartment,2016
1867,20947045,2016-02-10,Venice,House,2016
8412,1308232,2016-02-10,Los Angeles,Apartment,2016
1419,8475392,2016-02-10,Los Angeles,House,2016
3830,20637303,2016-02-10,Los Angeles,Apartment,2016
13517,16102444,2016-02-10,Playa Del Rey,House,2016
754,17334391,2016-02-10,Los Angeles,Apartment,2016
15338,14880538,2016-02-10,Los Angeles,House,2016
1401,4774924,2016-02-10,Los Angeles,Apartment,2016
4963,4751010,2016-02-10,Los Angeles,Apartment,2016
1816,12383404,2016-02-10,Los Angeles,Apartment,2016
12323,6361956,2016-02-10,North Hollywood,House,2016
7113,10828944,2016-02-10,Los Angeles,Apartment,2016
18337,12645961,2016-02-11,San Gabriel,House,2016
19002,21044798,2016-02-11,Los Angeles,Condominium,2016
15218,5307894,2016-02-11,Venice,Condominium,2016
3642,846871,2016-02-11,Los Angeles,Apartment,2016
7687,5007358,2016-02-11,Los Angeles,Apartment,2016
15936,16204969,2016-02-11,Los Angeles,Condominium,2016
3689,14913899,2016-02-11,Los Angeles,Apartment,2016
13878,7206140,2016-02-11,Los Angeles,Apartment,2016
16245,16870431,2016-02-11,Cerritos,House,2016
21028,15580808,2016-02-11,Pomona,House,2016
15255,8153202,2016-02-11,Santa Monica,Apartment,2016
16388,18461609,2016-02-11,Los Angeles,Apartment,2016
20313,15221682,2016-02-11,Los Angeles,Condominium,2016
17043,16964513,2016-02-11,Santa Clarita,House,2016
10264,2177753,2016-02-11,Los Angeles,Apartment,2016
2506,16689593,2016-02-11,Los Angeles,Apartment,2016
18688,1767215,2016-02-11,Los Angeles,House,2016
15880,10228824,2016-02-11,Temple City,House,2016
21955,16122441,2016-02-11,Pomona,House,2016
16214,15673487,2016-02-12,Los Angeles,Apartment,2016
8234,4699535,2016-02-12,Los Angeles,Apartment,2016
19722,15131639,2016-02-12,Los Angeles,House,2016
7462,12010797,2016-02-12,Los Angeles,House,2016
5112,17428928,2016-02-12,Los Angeles,House,2016
14871,11566529,2016-02-12,Los Angeles,House,2016
8541,14525948,2016-02-12,Rowland Heights,House,2016
16382,5269216,2016-02-12,Los Angeles,Apartment,2016
11810,17954362,2016-02-12,Los Angeles,House,2016
4982,7901480,2016-02-12,Los Angeles,Condominium,2016
11101,266351,2016-02-12,Los Angeles,House,2016
15215,21174623,2016-02-12,Los Angeles,Apartment,2016
21950,1776732,2016-02-12,Reseda,House,2016
15059,8132840,2016-02-12,Gardena,House,2016
10327,18595086,2016-02-12,Los Angeles,Apartment,2016
10371,18718070,2016-02-12,Los Angeles,House,2016
12380,18737641,2016-02-12,Los Angeles,House,2016
4665,9295290,2016-02-12,Los Angeles,Apartment,2016
13746,9563873,2016-02-12,Los Angeles,House,2016
17589,4531939,2016-02-12,Los Angeles,House,2016
5661,5065630,2016-02-12,Los Angeles,House,2016
15858,16553852,2016-02-12,Los Angeles,House,2016
17192,19044695,2016-02-12,Los Angeles,House,2016
1017,6402807,2016-02-12,Los Angeles,Apartment,2016
4385,14538023,2016-02-12,Los Angeles,House,2016
21948,3906676,2016-02-12,Los Angeles,House,2016
11770,21165138,2016-02-12,Los Angeles,Apartment,2016
8126,13328238,2016-02-12,Los Angeles,House,2016
16995,4492678,2016-02-13,Sherman Oaks,Apartment,2016
4547,2246112,2016-02-13,Los Angeles,Apartment,2016
12282,16390341,2016-02-13,Los Angeles,Apartment,2016
9934,3089577,2016-02-13,Signal Hill,House,2016
2394,9824007,2016-02-13,Los Angeles,Bungalow,2016
17894,1990067,2016-02-13,Los Angeles,Apartment,2016
17506,18908212,2016-02-13,Malibu,House,2016
11414,15930495,2016-02-13,Los Angeles,House,2016
12592,1106320,2016-02-13,Los Angeles,Apartment,2016
8998,13589297,2016-02-13,Alhambra,Apartment,2016
17355,1356471,2016-02-14,Hacienda Heights,Townhouse,2016
21694,1945388,2016-02-14,Venice,Apartment,2016
19437,2984662,2016-02-14,Los Angeles,Apartment,2016
6293,14805984,2016-02-14,Los Angeles,Camper/RV,2016
3670,16184845,2016-02-14,North Hollywood,Condominium,2016
20547,19942242,2016-02-14,Los Angeles,House,2016
12677,5284048,2016-02-14,Castaic,Cabin,2016
8119,10392530,2016-02-14,Los Angeles,Apartment,2016
956,6107258,2016-02-14,Los Angeles,Apartment,2016
20435,20209051,2016-02-14,Arcadia,House,2016
13434,7807308,2016-02-14,Los Angeles,Apartment,2016
19241,2627940,2016-02-15,Los Angeles,Apartment,2016
1665,14254537,2016-02-15,El Monte,House,2016
22046,3984077,2016-02-15,Los Angeles,House,2016
17232,18563913,2016-02-15,Los Angeles,Apartment,2016
21799,2509093,2016-02-15,Los Angeles,Apartment,2016
845,1392204,2016-02-15,Los Angeles,House,2016
17318,4339202,2016-02-15,Arcadia,House,2016
21438,12054152,2016-02-15,Cerritos,House,2016
3406,16314697,2016-02-15,Northridge,House,2016
11773,4821786,2016-02-15,Bellflower,Condominium,2016
18882,1219615,2016-02-15,Venice,House,2016
18309,4677469,2016-02-15,Los Angeles,Apartment,2016
12673,13728259,2016-02-16,San Gabriel,House,2016
4660,4191941,2016-02-16,Los Angeles,Apartment,2016
8343,9321766,2016-02-16,Canoga Park,House,2016
14907,15591630,2016-02-16,Rosemead,House,2016
4410,11719158,2016-02-16,Marina Del Rey,Apartment,2016
19976,270231,2016-02-16,Rosemead,House,2016
1593,19527510,2016-02-16,La Puente,House,2016
3576,15927523,2016-02-16,Beverly Hills,House,2016
6453,6589907,2016-02-16,Canyon Country,Townhouse,2016
21834,18449954,2016-02-16,San Gabriel,House,2016
8684,17622881,2016-02-17,Los Angeles,Apartment,2016
9646,17358323,2016-02-17,Los Angeles,House,2016
20683,20773234,2016-02-17,Long Beach,House,2016
11251,13672323,2016-02-17,Los Angeles,Apartment,2016
9866,15793708,2016-02-17,Los Angeles,Apartment,2016
1293,19677105,2016-02-17,Van Nuys,House,2016
19116,15715599,2016-02-17,Los Angeles,House,2016
2114,3717427,2016-02-17,Venice,Apartment,2016
21837,19197129,2016-02-17,Long Beach,House,2016
21709,2091204,2016-02-17,Arcadia,House,2016
14557,18483243,2016-02-17,Pasadena,Apartment,2016
1840,15940430,2016-02-17,Long Beach,House,2016
13161,16402080,2016-02-17,Los Angeles,Townhouse,2016
21642,16571090,2016-02-17,Los Angeles,Townhouse,2016
6930,16221732,2016-02-18,Los Angeles,House,2016
11815,16417011,2016-02-18,Long Beach,Condominium,2016
7209,5404029,2016-02-18,Beverly Hills,Bungalow,2016
6732,8212696,2016-02-18,Los Angeles,Apartment,2016
10522,9879235,2016-02-18,Los Angeles,Apartment,2016
11862,16618613,2016-02-18,Los Angeles,Apartment,2016
18704,14899813,2016-02-18,Los Angeles,Apartment,2016
7465,18018995,2016-02-18,Los Angeles,House,2016
980,6157975,2016-02-18,Los Angeles,Guesthouse,2016
17563,5487435,2016-02-18,Inglewood,House,2016
18922,5498236,2016-02-18,Los Angeles,Apartment,2016
1500,17533640,2016-02-18,Los Angeles,House,2016
15602,15097007,2016-02-18,Inglewood,House,2016
14700,13058154,2016-02-18,Los Angeles,Apartment,2016
20174,544324,2016-02-19,Los Angeles,Apartment,2016
20744,2848235,2016-02-19,San Dimas,House,2016
1860,13620977,2016-02-19,Los Angeles,Apartment,2016
10279,19576132,2016-02-19,Los Angeles,Apartment,2016
21215,16635384,2016-02-19,Malibu,House,2016
12920,14075434,2016-02-19,Encino,Apartment,2016
15413,13847987,2016-02-19,Los Angeles,Apartment,2016
13088,14488944,2016-02-19,Los Angeles,Tent,2016
2547,9810971,2016-02-19,Los Angeles,Apartment,2016
6458,1721109,2016-02-20,Manhattan Beach,House,2016
5059,13257504,2016-02-20,Los Angeles,House,2016
9333,7789695,2016-02-20,Los Angeles,House,2016
21062,11811155,2016-02-20,Calabasas,Apartment,2016
21575,9820533,2016-02-20,Los Angeles,House,2016
19682,5393269,2016-02-20,Los Angeles,Condominium,2016
11725,8505959,2016-02-20,Los Angeles,Apartment,2016
7085,7248110,2016-02-21,Los Angeles,Apartment,2016
8360,7758909,2016-02-21,Marina Del Rey,Apartment,2016
9968,3558568,2016-02-21,Long Beach,Apartment,2016
6625,3262667,2016-02-21,Inglewood,House,2016
14640,7052658,2016-02-21,Inglewood,House,2016
20622,3913373,2016-02-21,Santa Monica,Apartment,2016
21993,10833918,2016-02-21,Los Angeles,Apartment,2016
21025,3984487,2016-02-21,Los Angeles,Loft,2016
5403,20933869,2016-02-21,Rowland Heights,House,2016
6813,15745866,2016-02-21,Los Angeles,House,2016
21870,16217520,2016-02-21,Marina Del Rey,Apartment,2016
20931,16468534,2016-02-21,Marina Del Rey,Apartment,2016
2767,4730371,2016-02-21,Marina Del Rey,Apartment,2016
839,16177400,2016-02-21,Marina Del Rey,Apartment,2016
2330,1416138,2016-02-21,Santa Monica,Apartment,2016
6175,7532067,2016-02-21,Marina Del Rey,Apartment,2016
1093,1636189,2016-02-21,Inglewood,House,2016
15743,7449388,2016-02-21,Marina Del Rey,Apartment,2016
10465,9531201,2016-02-21,Monterey Park,House,2016
7735,2089805,2016-02-21,Santa Monica,Apartment,2016
8161,10075450,2016-02-21,Inglewood,House,2016
18130,18668105,2016-02-21,Los Angeles,Loft,2016
11746,8971863,2016-02-21,Long Beach,Apartment,2016
12820,17121880,2016-02-21,Marina Del Rey,Apartment,2016
14113,17865286,2016-02-21,North Hollywood,House,2016
14260,4016791,2016-02-21,Inglewood,House,2016
5552,2305140,2016-02-21,Inglewood,House,2016
17912,19387402,2016-02-21,Altadena,House,2016
9079,14605670,2016-02-21,Burbank,Condominium,2016
13421,4472978,2016-02-21,Santa Monica,Apartment,2016
20089,13733036,2016-02-21,Rowland Heights,House,2016
18081,4663132,2016-02-21,Los Angeles,Apartment,2016
1211,8721610,2016-02-21,Burbank,Apartment,2016
16269,7450236,2016-02-22,Los Angeles,Apartment,2016
15843,13990045,2016-02-22,Newhall,Guesthouse,2016
14168,18915588,2016-02-22,Redondo Beach,House,2016
12054,15649758,2016-02-22,Marina Del Rey,Apartment,2016
3853,7142734,2016-02-22,San Gabriel,Apartment,2016
8472,3549314,2016-02-22,Sherman Oaks,House,2016
1260,5117430,2016-02-22,Santa Clarita,Apartment,2016
20363,18823750,2016-02-22,Northridge,House,2016
1662,468751,2016-02-22,Los Angeles,Apartment,2016
19725,8168089,2016-02-22,Alhambra,House,2016
8610,18108814,2016-02-22,Los Angeles,Apartment,2016
8901,17420295,2016-02-22,Los Angeles,House,2016
22026,11553403,2016-02-22,Los Angeles,Apartment,2016
1456,9901546,2016-02-23,Los Angeles,Apartment,2016
21989,1700189,2016-02-23,Los Angeles,Apartment,2016
13492,9373100,2016-02-23,Topanga,House,2016
10966,16664657,2016-02-23,Los Angeles,Apartment,2016
18335,14653831,2016-02-23,Pacific Palisades,House,2016
16638,20261316,2016-02-23,Malibu,Apartment,2016
19560,16481254,2016-02-23,Los Angeles,House,2016
4932,14056095,2016-02-23,Marina Del Rey,Apartment,2016
19349,3928525,2016-02-23,Los Angeles,House,2016
8689,20232784,2016-02-23,Los Angeles,Apartment,2016
2710,17781440,2016-02-23,Arcadia,House,2016
18443,15072528,2016-02-23,Marina Del Rey,Apartment,2016
8609,16675897,2016-02-23,Sherman Oaks,Apartment,2016
18404,16788345,2016-02-24,Woodland Hills,Guesthouse,2016
18426,16301557,2016-02-24,Los Angeles,Apartment,2016
13817,20678858,2016-02-24,Burbank,House,2016
5583,10841170,2016-02-24,West Hollywood,Apartment,2016
21445,8238078,2016-02-24,Los Angeles,Loft,2016
